District,Region,Date,Temperature
Gomba,Central,2007-09-30,294.8661
Gomba,Central,2007-10-31,294.189
Gomba,Central,2007-11-30,294.24963
Gomba,Central,2007-12-31,294.8529
Gomba,Central,2008-01-31,294.84985
Gomba,Central,2008-02-29,294.6297
Gomba,Central,2008-03-31,294.4602
Gomba,Central,2008-04-30,293.9943
Gomba,Central,2008-05-31,294.04517
Gomba,Central,2008-06-30,293.83994
Gomba,Central,2008-07-31,294.09033
Gomba,Central,2008-08-31,294.05396
Gomba,Central,2008-09-30,294.61884
Gomba,Central,2008-10-31,294.54083
Gomba,Central,2008-11-30,294.54813
Gomba,Central,2008-12-31,295.49957
Gomba,Central,2009-01-31,295.76385
Gomba,Central,2009-02-28,295.7752
Gomba,Central,2009-03-31,296.5376
Gomba,Central,2009-04-30,294.81677
Gomba,Central,2009-05-31,295.1007
Gomba,Central,2009-06-30,294.97968
Gomba,Central,2009-07-31,295.13916
Gomba,Central,2009-08-31,294.96832
Gomba,Central,2009-09-30,294.98392
Gomba,Central,2009-10-31,295.1582
Gomba,Central,2009-11-30,294.18393
Gomba,Central,2009-12-31,294.3179
Gomba,Central,2010-01-31,295.39545
Gomba,Central,2010-02-28,295.8638
Gomba,Central,2010-03-31,295.33444
Gomba,Central,2010-04-30,294.96497
Gomba,Central,2010-05-31,294.6709
Gomba,Central,2010-06-30,294.5824
Gomba,Central,2010-07-31,294.5141
Gomba,Central,2010-08-31,295.1048
Gomba,Central,2010-09-30,294.56708
Gomba,Central,2010-10-31,294.57193
Gomba,Central,2010-11-30,294.4172
Gomba,Central,2010-12-31,294.34814
Gomba,Central,2011-01-31,295.63556
Gomba,Central,2011-02-28,296.20905
Gomba,Central,2011-03-31,294.98306
Gomba,Central,2011-04-30,294.58514
Gomba,Central,2011-05-31,294.14914
Gomba,Central,2011-06-30,294.68774
Gomba,Central,2011-07-31,295.25543
Gomba,Central,2011-08-31,294.3493
Gomba,Central,2011-09-30,293.9265
Gomba,Central,2011-10-31,293.8401
Gomba,Central,2011-11-30,294.19202
Gomba,Central,2011-12-31,294.6864
Gomba,Central,2012-01-31,296.72614
Gomba,Central,2012-02-29,296.49533
Gomba,Central,2012-03-31,296.8329
Gomba,Central,2012-04-30,294.72327
Gomba,Central,2012-05-31,293.97406
Gomba,Central,2012-06-30,294.0783
Gomba,Central,2012-07-31,294.43
Gomba,Central,2012-08-31,294.3318
Gomba,Central,2012-09-30,294.43277
Gomba,Central,2012-10-31,294.90128
Gomba,Central,2012-11-30,294.24725
Gomba,Central,2012-12-31,294.57794
Gomba,Central,2013-01-31,295.96667
Gomba,Central,2013-02-28,296.2634
Gomba,Central,2013-03-31,295.48145
Gomba,Central,2013-04-30,294.5285
Gomba,Central,2013-05-31,294.26477
Gomba,Central,2013-06-30,295.1557
Gomba,Central,2013-07-31,295.32104
Gomba,Central,2013-08-31,294.34143
Gomba,Central,2013-09-30,294.8303
Gomba,Central,2013-10-31,294.80618
Gomba,Central,2013-11-30,294.74353
Gomba,Central,2013-12-31,295.20087
Gomba,Central,2014-01-31,296.0833
Gomba,Central,2014-02-28,297.30127
Gomba,Central,2014-03-31,296.19525
Gomba,Central,2014-04-30,294.78522
Gomba,Central,2014-05-31,295.02814
Gomba,Central,2014-06-30,294.919
Gomba,Central,2014-07-31,295.49762
Gomba,Central,2014-08-31,294.31067
Gomba,Central,2014-09-30,294.27716
Gomba,Central,2014-10-31,294.89288
Gomba,Central,2014-11-30,294.66302
Gomba,Central,2014-12-31,295.57047
Gomba,Central,2015-01-31,296.8335
Gomba,Central,2015-02-28,296.90118
Gomba,Central,2015-03-31,296.90265
Gomba,Central,2015-04-30,294.60364
Gomba,Central,2015-05-31,294.95807
Gomba,Central,2015-06-30,294.91562
Gomba,Central,2015-07-31,295.21445
Gomba,Central,2015-08-31,295.799
Gomba,Central,2015-09-30,295.10556
Gomba,Central,2015-10-31,295.05948
Gomba,Central,2015-11-30,294.3806
Gomba,Central,2015-12-31,295.14526
Gomba,Central,2016-01-31,296.26727
Gomba,Central,2016-02-29,297.8598
Gomba,Central,2016-03-31,297.85385
Gomba,Central,2016-04-30,295.19025
Gomba,Central,2016-05-31,295.315
Gomba,Central,2016-06-30,295.31073
Gomba,Central,2016-07-31,296.03674
Gomba,Central,2016-08-31,295.39575
Gomba,Central,2016-09-30,295.33157
Gomba,Central,2016-10-31,295.73648
Gomba,Central,2016-11-30,294.9532
Gomba,Central,2016-12-31,295.71307
Gomba,Central,2017-01-31,297.21143
Gomba,Central,2017-02-28,296.72784
Gomba,Central,2017-03-31,295.97205
Gomba,Central,2017-04-30,295.70404
Gomba,Central,2017-05-31,294.7141
Gomba,Central,2017-06-30,295.56476
Gomba,Central,2017-07-31,295.3708
Gomba,Central,2017-08-31,295.14835
Gomba,Central,2017-09-30,295.17822
Gomba,Central,2017-10-31,295.64767
Gomba,Central,2017-11-30,295.06564
Gomba,Central,2017-12-31,296.30475
Gomba,Central,2018-01-31,296.15634
Gomba,Central,2018-02-28,297.5075
Gomba,Central,2018-03-31,294.96814
Gomba,Central,2018-04-30,294.24573
Gomba,Central,2018-05-31,294.40875
Gomba,Central,2018-06-30,294.43265
Gomba,Central,2018-07-31,295.09915
Gomba,Central,2018-08-31,294.951
Gomba,Central,2018-09-30,294.79532
Gomba,Central,2018-10-31,295.1004
Gomba,Central,2018-11-30,295.0399
Gomba,Central,2018-12-31,294.9132
Gomba,Central,2019-01-31,295.9674
Gomba,Central,2019-02-28,297.25494
Gomba,Central,2019-03-31,296.63086
Gomba,Central,2019-04-30,295.9016
Gomba,Central,2019-05-31,295.0611
Gomba,Central,2019-06-30,294.8801
Gomba,Central,2019-07-31,295.01212
Gomba,Central,2019-08-31,295.29376
Gomba,Central,2019-09-30,294.8681
Gomba,Central,2019-10-31,294.60834
Gomba,Central,2019-11-30,294.94934
Gomba,Central,2019-12-31,294.76178
Gomba,Central,2020-01-31,296.47504
Gomba,Central,2020-02-29,296.34424
Gomba,Central,2020-03-31,295.46835
Gomba,Central,2020-04-30,295.1843
Gomba,Central,2020-05-31,294.82202
Gomba,Central,2020-06-30,295.44092
Gomba,Central,2020-07-31,295.37024
Gomba,Central,2020-08-31,295.74768
Gomba,Central,2020-09-30,294.99277
Gomba,Central,2020-10-31,295.0767
Gomba,Central,2020-11-30,294.54132
Gomba,Central,2020-12-31,295.16687
Gomba,Central,2021-01-31,295.40637
Gomba,Central,2021-02-28,296.3887
Gomba,Central,2021-03-31,295.95264
Gomba,Central,2021-04-30,294.6778
Gomba,Central,2021-05-31,294.78326
Gomba,Central,2021-06-30,295.2423
Gomba,Central,2021-07-31,295.45068
Gomba,Central,2021-08-31,295.6595
Gomba,Central,2021-09-30,294.91193
Gomba,Central,2021-10-31,295.97736
Gomba,Central,2021-11-30,296.14734
Gomba,Central,2021-12-31,295.9167
Gomba,Central,2022-01-31,296.91418
Gomba,Central,2022-02-28,296.69077
Gomba,Central,2022-03-31,296.84225
Gomba,Central,2022-04-30,295.6884
Gomba,Central,2022-05-31,295.31552
Gomba,Central,2022-06-30,295.54587
Gomba,Central,2022-07-31,296.08728
Gomba,Central,2022-08-31,295.38953
Gomba,Central,2022-09-30,294.91574
Gomba,Central,2022-10-31,295.65247
Gomba,Central,2022-11-30,294.33496
Gomba,Central,2022-12-31,294.38242
Gomba,Central,2023-01-31,296.31653
Gomba,Central,2023-02-28,297.556
Gomba,Central,2023-03-31,295.17654
Gomba,Central,2023-04-30,295.05743
Gomba,Central,2023-05-31,295.53223
Gomba,Central,2023-06-30,295.63843
Gomba,Central,2023-07-31,296.06686
Gomba,Central,2023-08-31,296.82687
Gomba,Central,2023-09-30,296.21255
Gomba,Central,2023-10-31,295.96417
Gomba,Central,2023-11-30,294.98996
Gomba,Central,2023-12-31,295.45752
Gomba,Central,2024-01-31,296.55753
Gomba,Central,2024-02-29,297.07343
Gomba,Central,2024-03-31,297.1406
Gomba,Central,2024-04-30,295.9964
Gomba,Central,2024-05-31,296.3775
Gomba,Central,2024-06-30,296.68243
Gomba,Central,2024-07-31,296.58957
Gomba,Central,2024-08-31,296.3638
Gomba,Central,2024-09-30,296.57306
Gomba,Central,2024-10-31,296.24628
Gomba,Central,2024-11-30,295.19656
Gomba,Central,2024-12-31,295.53757
Gomba,Central,2025-01-31,297.06146
Gomba,Central,2025-02-28,298.36447
Gomba,Central,2025-03-31,297.36414
Gomba,Central,2025-04-30,295.33295
Gomba,Central,2025-05-31,295.20844
Gomba,Central,2025-06-30,295.6421
Gomba,Central,2025-07-31,295.84143
Gomba,Central,2025-08-31,295.1599
Gomba,Central,2025-09-30,296.15625
Gomba,Central,2025-10-31,295.41794
Gulu,Northern,1981-01-31,300.3179
Gulu,Northern,1981-02-28,300.5067
Gulu,Northern,1981-03-31,298.65167
Gulu,Northern,1981-04-30,297.37665
Gulu,Northern,1981-05-31,296.51657
Gulu,Northern,1981-06-30,296.07593
Gulu,Northern,1981-07-31,295.18573
Gulu,Northern,1981-08-31,295.42993
Gulu,Northern,1981-09-30,295.57275
Gulu,Northern,1981-10-31,296.67328
Gulu,Northern,1981-11-30,296.88556
Gulu,Northern,1981-12-31,298.28036
Gulu,Northern,1982-01-31,299.0525
Gulu,Northern,1982-02-28,300.0904
Gulu,Northern,1982-03-31,299.36072
Gulu,Northern,1982-04-30,297.38016
Gulu,Northern,1982-05-31,296.37195
Gulu,Northern,1982-06-30,295.88043
Gulu,Northern,1982-07-31,295.45816
Gulu,Northern,1982-08-31,295.38596
Gulu,Northern,1982-09-30,296.16397
Gulu,Northern,1982-10-31,295.65015
Gulu,Northern,1982-11-30,296.294
Gulu,Northern,1982-12-31,297.65186
Gulu,Northern,1983-01-31,299.23346
Gulu,Northern,1983-02-28,301.18665
Gulu,Northern,1983-03-31,301.1187
Gulu,Northern,1983-04-30,298.00494
Gulu,Northern,1983-05-31,297.04083
Gulu,Northern,1983-06-30,296.27228
Gulu,Northern,1983-07-31,295.8628
Gulu,Northern,1983-08-31,295.52164
Gulu,Northern,1983-09-30,295.82794
Gulu,Northern,1983-10-31,295.8383
Gulu,Northern,1983-11-30,296.74075
Gulu,Northern,1983-12-31,297.64838
Gulu,Northern,1984-01-31,299.26016
Gulu,Northern,1984-02-29,300.62653
Gulu,Northern,1984-03-31,299.79532
Gulu,Northern,1984-04-30,297.18152
Gulu,Northern,1984-05-31,296.61963
Gulu,Northern,1984-06-30,295.83795
Gulu,Northern,1984-07-31,295.1321
Gulu,Northern,1984-08-31,295.5173
Gulu,Northern,1984-09-30,296.15656
Gulu,Northern,1984-10-31,297.02203
Gulu,Northern,1984-11-30,296.4643
Gulu,Northern,1984-12-31,297.5799
Gulu,Northern,1985-01-31,299.7962
Gulu,Northern,1985-02-28,299.8438
Gulu,Northern,1985-03-31,299.39496
Gulu,Northern,1985-04-30,296.3423
Gulu,Northern,1985-05-31,296.0893
Gulu,Northern,1985-06-30,295.34656
Gulu,Northern,1985-07-31,294.4911
Gulu,Northern,1985-08-31,295.06488
Gulu,Northern,1985-09-30,295.52078
Gulu,Northern,1985-10-31,296.80215
Gulu,Northern,1985-11-30,296.7229
Gulu,Northern,1985-12-31,298.10315
Gulu,Northern,1986-01-31,300.4311
Gulu,Northern,1986-02-28,298.63055
Gulu,Northern,1986-03-31,297.4536
Gulu,Northern,1986-04-30,296.85217
Gulu,Northern,1986-05-31,296.56403
Gulu,Northern,1986-06-30,295.4239
Gulu,Northern,1986-07-31,295.05457
Gulu,Northern,1986-08-31,296.09393
Gulu,Northern,1986-09-30,295.90247
Gulu,Northern,1986-10-31,296.5421
Gulu,Northern,1986-11-30,296.81512
Gulu,Northern,1986-12-31,297.97296
Gulu,Northern,1987-01-31,301.17407
Gulu,Northern,1987-02-28,300.7073
Gulu,Northern,1987-03-31,298.58112
Gulu,Northern,1987-04-30,297.81982
Gulu,Northern,1987-05-31,296.7713
Gulu,Northern,1987-06-30,296.11096
Gulu,Northern,1987-07-31,296.8211
Gulu,Northern,1987-08-31,296.3097
Gulu,Northern,1987-09-30,296.65552
Gulu,Northern,1987-10-31,297.08063
Gulu,Northern,1987-11-30,297.20987
Gulu,Northern,1987-12-31,298.70438
Gulu,Northern,2000-01-31,300.2597
Gulu,Northern,2000-02-29,301.01062
Gulu,Northern,2000-03-31,300.58734
Gulu,Northern,2000-04-30,298.2038
Gulu,Northern,2000-05-31,297.27386
Gulu,Northern,2000-06-30,296.71503
Gulu,Northern,2000-07-31,295.38263
Gulu,Northern,2000-08-31,295.3684
Gulu,Northern,2000-09-30,296.516
Gulu,Northern,2000-10-31,296.51755
Gulu,Northern,2000-11-30,297.56412
Gulu,Northern,2000-12-31,298.57874
Gulu,Northern,2001-01-31,298.71762
Gulu,Northern,2001-02-28,300.71057
Gulu,Northern,2001-03-31,298.80838
Gulu,Northern,2001-04-30,297.50677
Gulu,Northern,2001-05-31,296.88544
Gulu,Northern,2001-06-30,295.91965
Gulu,Northern,2001-07-31,295.61542
Gulu,Northern,2001-08-31,295.6515
Gulu,Northern,2001-09-30,296.32275
Gulu,Northern,2001-10-31,296.99304
Gulu,Northern,2001-11-30,297.0265
Gulu,Northern,2001-12-31,299.29092
Gulu,Northern,2002-01-31,299.72272
Gulu,Northern,2002-02-28,301.84973
Gulu,Northern,2002-03-31,298.02734
Gulu,Northern,2002-04-30,297.95822
Gulu,Northern,2002-05-31,297.31973
Gulu,Northern,2002-06-30,296.7055
Gulu,Northern,2002-07-31,297.0594
Gulu,Northern,2002-08-31,296.528
Gulu,Northern,2002-09-30,297.46606
Gulu,Northern,2002-10-31,297.03598
Gulu,Northern,2002-11-30,296.8426
Gulu,Northern,2002-12-31,298.03717
Gulu,Northern,2003-01-31,299.48907
Gulu,Northern,2003-02-28,301.10764
Gulu,Northern,2003-03-31,300.1078
Gulu,Northern,2003-04-30,298.24976
Gulu,Northern,2003-05-31,297.27588
Gulu,Northern,2003-06-30,295.9254
Gulu,Northern,2003-07-31,295.49823
Gulu,Northern,2003-08-31,295.76382
Gulu,Northern,2003-09-30,296.6988
Gulu,Northern,2003-10-31,298.283
Gulu,Northern,2003-11-30,297.94135
Gulu,Northern,2003-12-31,298.24933
Gulu,Northern,2004-01-31,300.3299
Gulu,Northern,2004-02-29,300.4185
Gulu,Northern,2004-03-31,301.79614
Gulu,Northern,2004-04-30,297.41187
Gulu,Northern,2004-05-31,297.2541
Gulu,Northern,2004-06-30,296.40765
Gulu,Northern,2004-07-31,295.94
Gulu,Northern,2004-08-31,295.92657
Gulu,Northern,2004-09-30,296.33557
Gulu,Northern,2004-10-31,297.54294
Gulu,Northern,2004-11-30,297.2486
Gulu,Northern,2004-12-31,298.7865
Gulu,Northern,2005-01-31,300.07605
Gulu,Northern,2005-02-28,302.55115
Gulu,Northern,2005-03-31,299.58557
Gulu,Northern,2005-04-30,298.9884
Gulu,Northern,2005-05-31,296.82718
Gulu,Northern,2005-06-30,296.55322
Gulu,Northern,2005-07-31,295.72406
Gulu,Northern,2005-08-31,296.222
Gulu,Northern,2005-09-30,296.89124
Gulu,Northern,2005-10-31,297.1307
Gulu,Northern,2005-11-30,298.55576
Gulu,Northern,2005-12-31,300.61725
Gulu,Northern,2006-01-31,301.17883
Gulu,Northern,2006-02-28,301.16116
Gulu,Northern,2006-03-31,298.62964
Gulu,Northern,2006-04-30,297.3364
Gulu,Northern,2006-05-31,296.55933
Gulu,Northern,2006-06-30,296.39526
Gulu,Northern,2006-07-31,296.05585
Gulu,Northern,2006-08-31,296.01706
Gulu,Northern,2006-09-30,296.6289
Gulu,Northern,2006-10-31,297.7887
Gulu,Northern,2006-11-30,296.60492
Gulu,Northern,2006-12-31,297.376
Gulu,Northern,2007-01-31,299.08344
Gulu,Northern,2007-02-28,299.47784
Gulu,Northern,2007-03-31,300.23108
Gulu,Northern,2007-04-30,299.11823
Gulu,Northern,2007-05-31,297.6848
Gulu,Northern,2007-06-30,296.14764
Gulu,Northern,2007-07-31,295.67123
Gulu,Northern,2007-08-31,295.5464
Gulu,Northern,2007-09-30,295.99713
Gulu,Northern,2007-10-31,297.4137
Gulu,Northern,2007-11-30,297.98364
Gulu,Northern,2007-12-31,299.2567
Gulu,Northern,2008-01-31,300.13385
Gulu,Northern,2008-02-29,299.7672
Gulu,Northern,2008-03-31,298.77765
Gulu,Northern,2008-04-30,297.43658
Gulu,Northern,2008-05-31,297.26044
Gulu,Northern,2008-06-30,296.41
Gulu,Northern,2008-07-31,295.47314
Gulu,Northern,2008-08-31,295.75208
Gulu,Northern,2008-09-30,296.4944
Gulu,Northern,2008-10-31,296.4079
Gulu,Northern,2008-11-30,297.7405
Gulu,Northern,2008-12-31,299.6122
Gulu,Northern,2009-01-31,299.98193
Gulu,Northern,2009-02-28,300.67252
Gulu,Northern,2009-03-31,300.5347
Gulu,Northern,2009-04-30,297.7373
Gulu,Northern,2009-05-31,297.4724
Gulu,Northern,2009-06-30,297.4176
Gulu,Northern,2009-07-31,297.03455
Gulu,Northern,2009-08-31,297.04086
Gulu,Northern,2009-09-30,297.13458
Gulu,Northern,2009-10-31,297.48407
Gulu,Northern,2009-11-30,297.76804
Gulu,Northern,2009-12-31,298.0504
Gulu,Northern,2010-01-31,300.07684
Gulu,Northern,2010-02-28,299.90082
Gulu,Northern,2010-03-31,299.00266
Gulu,Northern,2010-04-30,298.4297
Gulu,Northern,2010-05-31,297.40076
Gulu,Northern,2010-06-30,296.85944
Gulu,Northern,2010-07-31,296.01135
Gulu,Northern,2010-08-31,296.05597
Gulu,Northern,2010-09-30,296.4878
Gulu,Northern,2010-10-31,296.8183
Gulu,Northern,2010-11-30,298.38043
Gulu,Northern,2010-12-31,298.64417
Gulu,Northern,2011-01-31,300.16943
Gulu,Northern,2011-02-28,300.8296
Gulu,Northern,2011-03-31,299.57278
Gulu,Northern,2011-04-30,298.24207
Gulu,Northern,2011-05-31,297.2331
Gulu,Northern,2011-06-30,296.67892
Gulu,Northern,2011-07-31,296.19492
Gulu,Northern,2011-08-31,295.75763
Gulu,Northern,2011-09-30,296.16992
Gulu,Northern,2011-10-31,296.67224
Gulu,Northern,2011-11-30,296.54456
Gulu,Northern,2011-12-31,298.4032
Gulu,Northern,2012-01-31,299.9676
Gulu,Northern,2012-02-29,301.0749
Gulu,Northern,2012-03-31,301.91452
Gulu,Northern,2012-04-30,297.78717
Gulu,Northern,2012-05-31,296.9829
Gulu,Northern,2012-06-30,296.24725
Gulu,Northern,2012-07-31,295.3899
Gulu,Northern,2012-08-31,295.67902
Gulu,Northern,2012-09-30,296.12878
Gulu,Northern,2012-10-31,297.1145
Gulu,Northern,2012-11-30,297.28076
Gulu,Northern,2012-12-31,298.07062
Gulu,Northern,2013-01-31,299.90005
Gulu,Northern,2013-02-28,300.8169
Gulu,Northern,2013-03-31,299.42166
Gulu,Northern,2013-04-30,297.38354
Gulu,Northern,2013-05-31,297.1964
Gulu,Northern,2013-06-30,296.5374
Gulu,Northern,2013-07-31,295.89557
Gulu,Northern,2013-08-31,295.80585
Gulu,Northern,2013-09-30,296.15878
Gulu,Northern,2013-10-31,296.5067
Gulu,Northern,2013-11-30,297.13208
Gulu,Northern,2013-12-31,298.78516
Gulu,Northern,2014-01-31,300.4444
Gulu,Northern,2014-02-28,301.26953
Gulu,Northern,2014-03-31,300.3717
Gulu,Northern,2014-04-30,298.36902
Gulu,Northern,2014-05-31,297.53235
Gulu,Northern,2014-06-30,296.70526
Gulu,Northern,2014-07-31,296.56836
Gulu,Northern,2014-08-31,295.65588
Gulu,Northern,2014-09-30,296.54437
Gulu,Northern,2014-10-31,296.74072
Gulu,Northern,2014-11-30,297.76215
Gulu,Northern,2014-12-31,299.25253
Gulu,Northern,2015-01-31,300.03363
Gulu,Northern,2015-02-28,301.9992
Gulu,Northern,2015-03-31,302.1333
Gulu,Northern,2015-04-30,297.52252
Gulu,Northern,2015-05-31,297.22775
Gulu,Northern,2015-06-30,296.41504
Gulu,Northern,2015-07-31,296.67352
Gulu,Northern,2015-08-31,297.0074
Gulu,Northern,2015-09-30,297.49335
Gulu,Northern,2015-10-31,297.2176
Gulu,Northern,2015-11-30,297.16034
Gulu,Northern,2015-12-31,298.16183
Gulu,Northern,2016-01-31,299.95386
Gulu,Northern,2016-02-29,302.5826
Gulu,Northern,2016-03-31,302.17877
Gulu,Northern,2016-04-30,298.3364
Gulu,Northern,2016-05-31,297.6924
Gulu,Northern,2016-06-30,297.33347
Gulu,Northern,2016-07-31,296.35828
Gulu,Northern,2016-08-31,296.62918
Gulu,Northern,2016-09-30,297.16672
Gulu,Northern,2016-10-31,298.49042
Gulu,Northern,2016-11-30,299.14545
Gulu,Northern,2016-12-31,300.47656
Gulu,Northern,2017-01-31,301.71304
Gulu,Northern,2017-02-28,301.08026
Gulu,Northern,2017-03-31,300.69528
Gulu,Northern,2017-04-30,299.98334
Gulu,Northern,2017-05-31,297.59888
Gulu,Northern,2017-06-30,297.52316
Gulu,Northern,2017-07-31,295.94946
Gulu,Northern,2017-08-31,296.00806
Gulu,Northern,2017-09-30,296.47534
Gulu,Northern,2017-10-31,297.41388
Gulu,Northern,2017-11-30,297.52692
Gulu,Northern,2017-12-31,300.04688
Gulu,Northern,2018-01-31,300.183
Gulu,Northern,2018-02-28,301.52426
Gulu,Northern,2018-03-31,298.34985
Gulu,Northern,2018-04-30,296.7246
Gulu,Northern,2018-05-31,297.0735
Gulu,Northern,2018-06-30,296.42062
Gulu,Northern,2018-07-31,296.53058
Gulu,Northern,2018-08-31,296.28326
Gulu,Northern,2018-09-30,297.4795
Gulu,Northern,2018-10-31,297.47214
Gulu,Northern,2018-11-30,298.9074
Gulu,Northern,2018-12-31,299.23877
Gulu,Northern,2019-01-31,301.13712
Gulu,Northern,2019-02-28,301.89447
Gulu,Northern,2019-03-31,301.95062
Gulu,Northern,2019-04-30,299.88788
Gulu,Northern,2019-05-31,297.68127
Gulu,Northern,2019-06-30,296.14032
Gulu,Northern,2019-07-31,295.86856
Gulu,Northern,2019-08-31,295.79108
Gulu,Northern,2019-09-30,296.65936
Gulu,Northern,2019-10-31,296.3269
Gulu,Northern,2019-11-30,297.34088
Gulu,Northern,2019-12-31,297.64392
Gulu,Northern,2020-01-31,299.32806
Gulu,Northern,2020-02-29,299.70386
Gulu,Northern,2020-03-31,299.02063
Gulu,Northern,2020-04-30,298.17102
Gulu,Northern,2020-05-31,297.3437
Gulu,Northern,2020-06-30,296.79224
Gulu,Northern,2020-07-31,295.84473
Gulu,Northern,2020-08-31,296.26257
Gulu,Northern,2020-09-30,296.13248
Gulu,Northern,2020-10-31,296.3504
Gulu,Northern,2020-11-30,297.15027
Gulu,Northern,2020-12-31,298.50854
Gulu,Northern,2021-01-31,299.8384
Gulu,Northern,2021-02-28,301.2306
Gulu,Northern,2021-03-31,300.9102
Gulu,Northern,2021-04-30,298.09195
Gulu,Northern,2021-05-31,297.20758
Gulu,Northern,2021-06-30,296.99237
Gulu,Northern,2021-07-31,295.96048
Gulu,Northern,2021-08-31,296.61523
Gulu,Northern,2021-09-30,296.31363
Gulu,Northern,2021-10-31,297.51483
Gulu,Northern,2021-11-30,298.88788
Gulu,Northern,2021-12-31,300.43674
Gulu,Northern,2022-01-31,299.9047
Gulu,Northern,2022-02-28,300.39078
Gulu,Northern,2022-03-31,300.88528
Gulu,Northern,2022-04-30,298.9084
Gulu,Northern,2022-05-31,298.01434
Gulu,Northern,2022-06-30,296.94153
Gulu,Northern,2022-07-31,296.84796
Gulu,Northern,2022-08-31,296.24936
Gulu,Northern,2022-09-30,296.74152
Gulu,Northern,2022-10-31,297.76242
Gulu,Northern,2022-11-30,297.591
Gulu,Northern,2022-12-31,298.4397
Gulu,Northern,2023-01-31,300.4294
Gulu,Northern,2023-02-28,301.71466
Gulu,Northern,2023-03-31,298.57684
Gulu,Northern,2023-04-30,298.5507
Gulu,Northern,2023-05-31,298.42944
Gulu,Northern,2023-06-30,297.17288
Gulu,Northern,2023-07-31,297.3194
Gulu,Northern,2023-08-31,298.01886
Gulu,Northern,2023-09-30,297.82043
Gulu,Northern,2023-10-31,298.3073
Gulu,Northern,2023-11-30,297.93384
Gulu,Northern,2023-12-31,299.3879
Gulu,Northern,2024-01-31,300.44046
Gulu,Northern,2024-02-29,301.498
Gulu,Northern,2024-03-31,302.24716
Gulu,Northern,2024-04-30,298.75043
Gulu,Northern,2024-05-31,298.77655
Gulu,Northern,2024-06-30,298.28143
Gulu,Northern,2024-07-31,297.06238
Gulu,Northern,2024-08-31,296.63742
Gulu,Northern,2024-09-30,297.55487
Gulu,Northern,2024-10-31,297.5358
Gulu,Northern,2024-11-30,297.52728
Gulu,Northern,2024-12-31,299.29193
Gulu,Northern,2025-01-31,300.83118
Gulu,Northern,2025-02-28,302.9344
Gulu,Northern,2025-03-31,301.01044
Gulu,Northern,2025-04-30,298.8975
Gulu,Northern,2025-05-31,297.96735
Gulu,Northern,2025-06-30,297.94058
Gulu,Northern,2025-07-31,296.71405
Gulu,Northern,2025-08-31,296.07574
Gulu,Northern,2025-09-30,297.1173
Gulu,Northern,2025-10-31,296.83893
Hoima,Western,1981-01-31,297.7831
Hoima,Western,1981-02-28,298.45895
Hoima,Western,1981-03-31,297.38446
Hoima,Western,1981-04-30,297.28375
Hoima,Western,1981-05-31,296.94736
Hoima,Western,1981-06-30,296.9622
Hoima,Western,1981-07-31,296.0556
Hoima,Western,1981-08-31,296.0981
Hoima,Western,1981-09-30,296.13733
Hoima,Western,1981-10-31,296.47165
Hoima,Western,1981-11-30,296.48846
Hoima,Western,1981-12-31,297.23416
Hoima,Western,1982-01-31,297.32214
Hoima,Western,1982-02-28,298.31134
Hoima,Western,1982-03-31,298.11484
Hoima,Western,1982-04-30,297.10632
Hoima,Western,1982-05-31,296.65375
Hoima,Western,1982-06-30,296.78525
Hoima,Western,1982-07-31,296.54913
Hoima,Western,1982-08-31,296.30988
Hoima,Western,1982-09-30,296.52457
Hoima,Western,1982-10-31,295.7424
Hoima,Western,1982-11-30,296.0042
Hoima,Western,1982-12-31,297.02057
Hoima,Western,1983-01-31,298.0521
Hoima,Western,1983-02-28,299.3714
Hoima,Western,1983-03-31,299.25397
Hoima,Western,1983-04-30,297.79095
Hoima,Western,1983-05-31,297.58987
Hoima,Western,1983-06-30,296.96127
Hoima,Western,1983-07-31,296.73248
Hoima,Western,1983-08-31,296.3388
Hoima,Western,1983-09-30,296.50485
Hoima,Western,1983-10-31,296.01865
Hoima,Western,1983-11-30,296.1778
Hoima,Western,1983-12-31,296.79086
Hoima,Western,1984-01-31,297.5398
Hoima,Western,1984-02-29,298.65402
Hoima,Western,1984-03-31,298.14523
Hoima,Western,1984-04-30,297.20148
Hoima,Western,1984-05-31,297.23837
Hoima,Western,1984-06-30,296.8173
Hoima,Western,1984-07-31,295.94397
Hoima,Western,1984-08-31,296.21497
Hoima,Western,1984-09-30,296.45468
Hoima,Western,1984-10-31,296.37018
Hoima,Western,1984-11-30,295.84015
Hoima,Western,1984-12-31,296.8554
Hoima,Western,1985-01-31,297.6203
Hoima,Western,1985-02-28,298.15732
Hoima,Western,1985-03-31,297.84702
Hoima,Western,1985-04-30,296.27182
Hoima,Western,1985-05-31,296.34073
Hoima,Western,1985-06-30,296.18634
Hoima,Western,1985-07-31,295.62198
Hoima,Western,1985-08-31,296.10504
Hoima,Western,1985-09-30,295.94177
Hoima,Western,1985-10-31,296.30188
Hoima,Western,1985-11-30,296.31314
Hoima,Western,1985-12-31,296.9108
Hoima,Western,1986-01-31,297.85025
Hoima,Western,1986-02-28,297.55844
Hoima,Western,1986-03-31,297.16562
Hoima,Western,1986-04-30,296.89972
Hoima,Western,1986-05-31,296.77252
Hoima,Western,1986-06-30,296.34503
Hoima,Western,1986-07-31,295.90128
Hoima,Western,1986-08-31,296.56558
