district,region,date,mean_rainfall
Budaka,Eastern,2015-07-01,82.82206508091518
Bududa,Eastern,2015-07-01,137.66261985085228
Bugiri,Eastern,2015-07-01,73.99853515625
Bugweri,Eastern,2015-07-01,73.8099834735577
Buhweju,Western,2015-07-01,16.776799982244317
Buikwe,Central,2015-07-01,52.1037343343099
Bukedea,Eastern,2015-07-01,106.51638381545608
Bukomansimbi,Central,2015-07-01,22.118637888055098
Bukwo,Eastern,2015-07-01,140.740966796875
Bulambuli,Eastern,2015-07-01,130.60539106889203
Buliisa,Western,2015-07-01,-67.33997493003731
Bundibugyo,Western,2015-07-01,66.84174397786458
Bunyangabu,Western,2015-07-01,43.220263671875
Bushenyi,Western,2015-07-01,16.012353079659597
Busia,Eastern,2015-07-01,70.75890604654948
Butaleja,Eastern,2015-07-01,82.18007202148438
Butambala,Central,2015-07-01,34.08049011230469
Butebo,Eastern,2015-07-01,79.59505208333333
Buvuma,Central,2015-07-01,32.608909970238095
Buyende,Eastern,2015-07-01,50.10090095766129
Dokolo,Northern,2015-07-01,123.30775282118056
Gomba,Central,2015-07-01,26.56941659109933
Gulu,Northern,2015-07-01,147.60853313577587
Hoima,Western,2015-07-01,-372.0845209478022
Ibanda,Western,2015-07-01,22.395392922794116
Iganga,Eastern,2015-07-01,76.36605980282738
Isingiro,Western,2015-07-01,5.868669218175551
Jinja,Eastern,2015-07-01,63.138834635416664
Kaabong,Northern,2015-07-01,57.77552466299019
Kabale,Western,2015-07-01,4.706741734554893
Kabarole,Western,2015-07-01,45.239848292151166
Kaberamaido,Eastern,2015-07-01,98.38868871228448
Kagadi,Western,2015-07-01,60.4064990234375
Kakumiro,Western,2015-07-01,49.148253323739034
Kalaki,Eastern,2015-07-01,118.03202311197917
Kalangala,Central,2015-07-01,52.21970728824013
Kaliro,Eastern,2015-07-01,77.06043888972356
Kalungu,Central,2015-07-01,29.18987098106971
Kampala,Central,2015-07-01,40.65472848074777
Kamuli,Eastern,2015-07-01,66.47892578125
Kamwenge,Western,2015-07-01,34.12256989655671
Kanungu,Western,2015-07-01,20.140643310546874
Kapchorwa,Eastern,2015-07-01,141.04476492745536
Kapelebyong,Eastern,2015-07-01,144.9977783203125
Karenga,Northern,2015-07-01,81.96797236689815
Kasese,Western,2015-07-01,30.44501953125
Kassanda,Central,2015-07-01,26.86811726888021
Katakwi,Eastern,2015-07-01,111.28415329391892
Kayunga,Central,2015-07-01,60.08432878766741
Kazo,Western,2015-07-01,20.880055745442707
Kibaale,Western,2015-07-01,54.63136085304054
Kiboga,Central,2015-07-01,42.7155330882353
Kibuku,Eastern,2015-07-01,83.65274251302084
Kikuube,Western,2015-07-01,60.858876329787236
Kiruhura,Western,2015-07-01,13.250805913185587
Kiryandongo,Western,2015-07-01,114.03454076943277
Kisoro,Western,2015-07-01,11.4093017578125
Kitagwenda,Western,2015-07-01,27.82117229959239
Kitgum,Northern,2015-07-01,123.41869752798507
Koboko,Northern,2015-07-01,130.47857666015625
Kole,Northern,2015-07-01,144.67398563508064
Kotido,Northern,2015-07-01,77.11535851430085
Kumi,Eastern,2015-07-01,92.19494977678572
Kwania,Northern,2015-07-01,99.89751076211735
Kween,Eastern,2015-07-01,120.41266424005681
Kyankwanzi,Central,2015-07-01,50.0029296875
Kyegegwa,Western,2015-07-01,33.04910224780702
Kyenjojo,Western,2015-07-01,45.35312246347402
Kyotera,Central,2015-07-01,22.854348754882814
Lamwo,Northern,2015-07-01,131.50928010240114
Lira,Northern,2015-07-01,156.85936414930555
Luuka,Eastern,2015-07-01,76.3130126953125
Luwero,Central,2015-07-01,53.17956872888514
Lwengo,Central,2015-07-01,15.277964872472426
Lyantonde,Central,2015-07-01,15.563220846241919
Madi Okollo,Northern,2015-07-01,106.76192280783582
Manafwa,Eastern,2015-07-01,105.96320452008929
Maracha,Northern,2015-07-01,125.16534830729167
Masaka,Central,2015-07-01,37.64817272777289
Masindi,Western,2015-07-01,96.0358549288618
Mayuge,Eastern,2015-07-01,37.925115804756636
Mbale,Eastern,2015-07-01,112.17556762695312
Mbarara,Western,2015-07-01,11.642976379394531
Mitooma,Western,2015-07-01,18.041512882008274
Mityana,Central,2015-07-01,33.966667895047166
Moroto,Northern,2015-07-01,41.11520911907328
Moyo,Northern,2015-07-01,-430.3506673177083
Mpigi,Central,2015-07-01,40.97726502710459
Mubende,Central,2015-07-01,22.89580132988062
Mukono,Central,2015-07-01,53.849567372311824
Nabilatuk,Northern,2015-07-01,85.21558017418033
Nakapiripirit,Northern,2015-07-01,97.36491915545886
Nakaseke,Central,2015-07-01,50.46003941127232
Nakasongola,Central,2015-07-01,52.711247452445654
Namayingo,Eastern,2015-07-01,30.439748505015434
Namisindwa,Eastern,2015-07-01,119.54485405815973
Namutumba,Eastern,2015-07-01,77.88766818576389
Napak,Northern,2015-07-01,89.25096987371575
Nebbi,Northern,2015-07-01,87.38063742897727
Ngora,Eastern,2015-07-01,82.60462890625
Ntoroko,Western,2015-07-01,-168.05497409986413
Ntungamo,Western,2015-07-01,8.684044115471117
Nwoya,Northern,2015-07-01,122.14060011942675
Obongi,Northern,2015-07-01,125.31825086805556
Omoro,Northern,2015-07-01,164.23607016509433
Otuke,Northern,2015-07-01,184.99240451388889
Oyam,Northern,2015-07-01,147.9793133802817
Pader,Northern,2015-07-01,161.32888454861111
Pakwach,Northern,2015-07-01,83.23462701612904
Pallisa,Eastern,2015-07-01,79.19207763671875
Rakai,Central,2015-07-01,11.86997553987323
Rubanda,Western,2015-07-01,7.04535605690696
Rubirizi,Western,2015-07-01,20.765986228475764
Rukiga,Western,2015-07-01,4.556388268103967
Rukungiri,Western,2015-07-01,17.262900390625
Rwampara,Western,2015-07-01,15.142446899414063
Serere,Eastern,2015-07-01,70.16380635245902
Sheema,Western,2015-07-01,11.704796832540762
Sironko,Eastern,2015-07-01,136.24396221454327
Soroti,Eastern,2015-07-01,108.74887799202128
Ssembabule,Central,2015-07-01,18.495478515625
Tororo,Eastern,2015-07-01,85.87929555532095
Wakiso,Central,2015-07-01,46.242340087890625
Yumbe,Northern,2015-07-01,128.19006189123377
Zombo,Northern,2015-07-01,-244.47433997844828
Abim,Northern,2015-08-01,132.06252122961956
Adjumani,Northern,2015-08-01,129.28484684405942
Agago,Northern,2015-08-01,135.9008313744469
Alebtong,Northern,2015-08-01,163.25153459821428
Amolatar,Northern,2015-08-01,86.34000941685268
Amudat,Northern,2015-08-01,53.36143867924528
Amuria,Eastern,2015-08-01,151.29702360733697
Amuru,Northern,2015-08-01,138.27075407608694
Apac,Northern,2015-08-01,95.96153336864407
Arua,Northern,2015-08-01,126.09085990287163
Budaka,Eastern,2015-08-01,85.91280691964286
Bududa,Eastern,2015-08-01,83.08952192826705
Bugiri,Eastern,2015-08-01,58.22834858141447
Bugweri,Eastern,2015-08-01,65.17583289513222
Buhweju,Western,2015-08-01,100.49598277698864
Buikwe,Central,2015-08-01,53.77017720540365
Bukedea,Eastern,2015-08-01,89.8947951858108
Bukomansimbi,Central,2015-08-01,79.45358758223684
Bukwo,Eastern,2015-08-01,76.08458891369048
Bulambuli,Eastern,2015-08-01,87.62102716619319
Buliisa,Western,2015-08-01,-65.39373688199628
Bundibugyo,Western,2015-08-01,139.20367838541668
Bunyangabu,Western,2015-08-01,121.79901529947917
Bushenyi,Western,2015-08-01,101.06016322544643
Busia,Eastern,2015-08-01,56.02086385091146
Butaleja,Eastern,2015-08-01,80.54064331054687
Butambala,Central,2015-08-01,87.68393961588542
Butebo,Eastern,2015-08-01,90.51504177517361
Buvuma,Central,2015-08-01,31.895089285714285
Buyende,Eastern,2015-08-01,78.80967269405242
Dokolo,Northern,2015-08-01,130.35918511284723
Gomba,Central,2015-08-01,79.10340227399554
Gulu,Northern,2015-08-01,139.07776299838363
Hoima,Western,2015-08-01,-361.43526785714283
Ibanda,Western,2015-08-01,102.93259564568015
Iganga,Eastern,2015-08-01,70.47896902901786
Isingiro,Western,2015-08-01,42.36413717830882
Jinja,Eastern,2015-08-01,64.5198465983073
Kaabong,Northern,2015-08-01,47.120442708333336
Kabale,Western,2015-08-01,42.75563450863487
Kabarole,Western,2015-08-01,113.81419195130815
Kaberamaido,Eastern,2015-08-01,110.30157260237068
Kagadi,Western,2015-08-01,106.23462890625
Kakumiro,Western,2015-08-01,122.99187911184211
Kalaki,Eastern,2015-08-01,133.21846516927084
Kalangala,Central,2015-08-01,58.24338892886513
Kaliro,Eastern,2015-08-01,81.06862229567308
Kalungu,Central,2015-08-01,64.3593280498798
Kampala,Central,2015-08-01,73.59353201729911
Kamuli,Eastern,2015-08-01,74.2407763671875
Kamwenge,Western,2015-08-01,105.75847258391204
Kanungu,Western,2015-08-01,92.0833984375
Kapchorwa,Eastern,2015-08-01,91.24834333147321
Kapelebyong,Eastern,2015-08-01,151.54130859375
Karenga,Northern,2015-08-01,71.32216917438272
Kasese,Western,2015-08-01,111.05470525568182
Kassanda,Central,2015-08-01,82.95514322916667
Katakwi,Eastern,2015-08-01,114.42477829391892
Kayunga,Central,2015-08-01,80.45326450892857
Kazo,Western,2015-08-01,90.00990804036458
Kibaale,Western,2015-08-01,142.55868612753378
Kiboga,Central,2015-08-01,90.44559015012256
Kibuku,Eastern,2015-08-01,90.48528645833333
Kikuube,Western,2015-08-01,82.44724484707447
Kiruhura,Western,2015-08-01,69.88887117346938
Kiryandongo,Western,2015-08-01,115.33066077993698
Kisoro,Western,2015-08-01,77.99889119466145
Kitagwenda,Western,2015-08-01,111.65147333559783
Kitgum,Northern,2015-08-01,111.86104390158582
Koboko,Northern,2015-08-01,150.40763346354166
Kole,Northern,2015-08-01,137.42831716229838
Kotido,Northern,2015-08-01,78.58050847457628
Kumi,Eastern,2015-08-01,93.30771484375
Kwania,Northern,2015-08-01,108.98989556760205
Kween,Eastern,2015-08-01,76.60020862926136
Kyankwanzi,Central,2015-08-01,117.96279173259494
Kyegegwa,Western,2015-08-01,121.13934861567982
Kyenjojo,Western,2015-08-01,125.478515625
Kyotera,Central,2015-08-01,51.864630126953124
Lamwo,Northern,2015-08-01,120.0516198799435
Lira,Northern,2015-08-01,140.51916232638888
Luuka,Eastern,2015-08-01,72.28240356445312
Luwero,Central,2015-08-01,86.26434491131756
Lwengo,Central,2015-08-01,63.01535213694853
Lyantonde,Central,2015-08-01,73.31180125269397
Madi Okollo,Northern,2015-08-01,119.55535797574628
Manafwa,Eastern,2015-08-01,69.79697091238839
Maracha,Northern,2015-08-01,131.727001953125
Masaka,Central,2015-08-01,57.406067754181336
Masindi,Western,2015-08-01,114.27915396341463
Mayuge,Eastern,2015-08-01,27.862818895188052
Mbale,Eastern,2015-08-01,86.53107452392578
Mbarara,Western,2015-08-01,71.61803588867187
Mitooma,Western,2015-08-01,86.6137336282169
Mityana,Central,2015-08-01,90.51215175412736
Moroto,Northern,2015-08-01,30.75171319369612
Moyo,Northern,2015-08-01,-436.8537868923611
Mpigi,Central,2015-08-01,85.55096061862245
Mubende,Central,2015-08-01,102.22458742977528
Mukono,Central,2015-08-01,75.77671896001344
Nabilatuk,Northern,2015-08-01,63.910400390625
Nakapiripirit,Northern,2015-08-01,66.21845950356013
Nakaseke,Central,2015-08-01,96.03049142020089
Nakasongola,Central,2015-08-01,93.68534307065218
Namayingo,Eastern,2015-08-01,20.27829619984568
Namisindwa,Eastern,2015-08-01,73.25369601779514
Namutumba,Eastern,2015-08-01,77.46166087962963
Napak,Northern,2015-08-01,71.17123287671232
Nebbi,Northern,2015-08-01,98.32609789299242
Ngora,Eastern,2015-08-01,102.50669921875
Ntoroko,Western,2015-08-01,-130.23930027173913
Ntungamo,Western,2015-08-01,47.73446007930871
Nwoya,Northern,2015-08-01,125.12838375796179
Obongi,Northern,2015-08-01,96.61655454282408
Omoro,Northern,2015-08-01,138.86874447228774
Otuke,Northern,2015-08-01,154.9508101851852
Oyam,Northern,2015-08-01,138.93370378521126
Pader,Northern,2015-08-01,128.4311885127315
Pakwach,Northern,2015-08-01,87.75507970010081
Pallisa,Eastern,2015-08-01,89.81385149274554
Rakai,Central,2015-08-01,47.279766730542455
Rubanda,Western,2015-08-01,64.41447310014205
Rubirizi,Western,2015-08-01,103.10023716517857
Rukiga,Western,2015-08-01,43.72037447415865
Rukungiri,Western,2015-08-01,80.8914794921875
Rwampara,Western,2015-08-01,63.649169921875
Serere,Eastern,2015-08-01,98.74452484631148
Sheema,Western,2015-08-01,73.42495329483695
Sironko,Eastern,2015-08-01,96.67488919771634
Soroti,Eastern,2015-08-01,117.3920275099734
Ssembabule,Central,2015-08-01,74.33505208333334
Tororo,Eastern,2015-08-01,72.08086993243244
Wakiso,Central,2015-08-01,80.95892888849431
Yumbe,Northern,2015-08-01,116.90589488636364
Zombo,Northern,2015-08-01,-217.50932785560346
Abim,Northern,2015-09-01,95.50730298913044
Adjumani,Northern,2015-09-01,85.89213335396039
Agago,Northern,2015-09-01,85.32242982577434
Alebtong,Northern,2015-09-01,131.1471719547194
Amolatar,Northern,2015-09-01,111.9591064453125
Amudat,Northern,2015-09-01,56.48498304834906
Amuria,Eastern,2015-09-01,142.8729407269022
Amuru,Northern,2015-09-01,89.56001188858696
Apac,Northern,2015-09-01,115.42681574417372
Arua,Northern,2015-09-01,122.60152290962837
Budaka,Eastern,2015-09-01,139.91290283203125
Bududa,Eastern,2015-09-01,150.4713689630682
Bugiri,Eastern,2015-09-01,147.97944078947367
Bugweri,Eastern,2015-09-01,124.79503455528847
Buhweju,Western,2015-09-01,133.490966796875
Buikwe,Central,2015-09-01,101.09718831380208
Bukedea,Eastern,2015-09-01,143.66137035472974
Bukomansimbi,Central,2015-09-01,96.60048314144737
Bukwo,Eastern,2015-09-01,117.33244977678571
Bulambuli,Eastern,2015-09-01,145.40744850852272
Buliisa,Western,2015-09-01,-53.333579903218286
Bundibugyo,Western,2015-09-01,135.0641845703125
Bunyangabu,Western,2015-09-01,155.61331380208333
Bushenyi,Western,2015-09-01,144.2021484375
Busia,Eastern,2015-09-01,170.8548380533854
Butaleja,Eastern,2015-09-01,123.9333251953125
Butambala,Central,2015-09-01,90.35030110677083
Butebo,Eastern,2015-09-01,149.34414333767361
Buvuma,Central,2015-09-01,95.3053053252551
Buyende,Eastern,2015-09-01,117.44812405493951
Dokolo,Northern,2015-09-01,157.01474338107639
Gomba,Central,2015-09-01,104.17649623325893
Gulu,Northern,2015-09-01,83.08544921875
Hoima,Western,2015-09-01,-352.07074175824175
Ibanda,Western,2015-09-01,124.74253216911765
Iganga,Eastern,2015-09-01,129.6898949032738
Isingiro,Western,2015-09-01,74.48870634191177
Jinja,Eastern,2015-09-01,133.2242635091146
Kaabong,Northern,2015-09-01,50.51177300347222
Kabale,Western,2015-09-01,104.59238152754934
Kabarole,Western,2015-09-01,143.54338889898256
Kaberamaido,Eastern,2015-09-01,145.9706021012931
Kagadi,Western,2015-09-01,91.55478515625
Kakumiro,Western,2015-09-01,102.13025116502193
Kalaki,Eastern,2015-09-01,150.89530436197916
Kalangala,Central,2015-09-01,88.62764699835526
Kaliro,Eastern,2015-09-01,125.18765963040866
Kalungu,Central,2015-09-01,92.83785306490384
Kampala,Central,2015-09-01,100.38723318917411
Kamuli,Eastern,2015-09-01,134.82380859375
Kamwenge,Western,2015-09-01,146.4959671585648
Kanungu,Western,2015-09-01,137.4113037109375
Kapchorwa,Eastern,2015-09-01,146.89829799107142
Kapelebyong,Eastern,2015-09-01,120.194873046875
Karenga,Northern,2015-09-01,59.603298611111114
Kasese,Western,2015-09-01,125.80973011363636
Kassanda,Central,2015-09-01,101.77220052083334
Katakwi,Eastern,2015-09-01,118.37521114864865
Kayunga,Central,2015-09-01,123.7388916015625
Kazo,Western,2015-09-01,117.24806722005208
Kibaale,Western,2015-09-01,120.96199324324324
Kiboga,Central,2015-09-01,102.13134765625
Kibuku,Eastern,2015-09-01,137.83352864583333
Kikuube,Western,2015-09-01,81.95480801196808
Kiruhura,Western,2015-09-01,98.5379563934949
Kiryandongo,Western,2015-09-01,107.52837775735294
Kisoro,Western,2015-09-01,132.73898315429688
Kitagwenda,Western,2015-09-01,138.4030230978261
Kitgum,Northern,2015-09-01,72.65899020522389
Koboko,Northern,2015-09-01,140.01082356770834
Kole,Northern,2015-09-01,117.39018397177419
Kotido,Northern,2015-09-01,68.8563708289195
Kumi,Eastern,2015-09-01,136.7625
Kwania,Northern,2015-09-01,130.60344587053572
Kween,Eastern,2015-09-01,108.86720969460227
Kyankwanzi,Central,2015-09-01,104.5604727056962
Kyegegwa,Western,2015-09-01,128.1953981633772
Kyenjojo,Western,2015-09-01,133.6102627840909
Kyotera,Central,2015-09-01,65.07097778320312
Lamwo,Northern,2015-09-01,83.72011829096046
Lira,Northern,2015-09-01,121.86590711805556
Luuka,Eastern,2015-09-01,131.88758544921876
Luwero,Central,2015-09-01,116.47036000844595
Lwengo,Central,2015-09-01,83.6432243795956
Lyantonde,Central,2015-09-01,98.26100316540948
Madi Okollo,Northern,2015-09-01,95.94894181436567
Manafwa,Eastern,2015-09-01,144.71356201171875
Maracha,Northern,2015-09-01,149.34996744791667
Masaka,Central,2015-09-01,73.86093612455986
Masindi,Western,2015-09-01,116.2087541285569
Mayuge,Eastern,2015-09-01,101.88219026548673
Mbale,Eastern,2015-09-01,162.91790771484375
Mbarara,Western,2015-09-01,95.43846435546875
Mitooma,Western,2015-09-01,134.15359317555146
Mityana,Central,2015-09-01,95.46229178950472
Moroto,Northern,2015-09-01,27.028787547144397
Moyo,Northern,2015-09-01,-454.72607421875
Mpigi,Central,2015-09-01,81.17423170440051
Mubende,Central,2015-09-01,121.33727615870787
Mukono,Central,2015-09-01,102.5749747983871
Nabilatuk,Northern,2015-09-01,83.75635566086065
Nakapiripirit,Northern,2015-09-01,99.37675534018987
Nakaseke,Central,2015-09-01,106.05072893415179
Nakasongola,Central,2015-09-01,104.89758831521739
Namayingo,Eastern,2015-09-01,83.79887032214506
Namisindwa,Eastern,2015-09-01,146.09242078993054
Namutumba,Eastern,2015-09-01,119.22776511863425
Napak,Northern,2015-09-01,80.6470729880137
Nebbi,Northern,2015-09-01,99.89729817708333
Ngora,Eastern,2015-09-01,149.913544921875
Ntoroko,Western,2015-09-01,-127.88009510869566
Ntungamo,Western,2015-09-01,87.80838660037878
Nwoya,Northern,2015-09-01,103.83083698248407
Obongi,Northern,2015-09-01,103.39638491030092
Omoro,Northern,2015-09-01,89.55281729068396
Otuke,Northern,2015-09-01,107.51455801504629
Oyam,Northern,2015-09-01,89.40424873459507
Pader,Northern,2015-09-01,70.21016890914352
Pakwach,Northern,2015-09-01,89.49059664818549
Pallisa,Eastern,2015-09-01,145.66895403180803
Rakai,Central,2015-09-01,80.42386497641509
Rubanda,Western,2015-09-01,113.7442294034091
Rubirizi,Western,2015-09-01,120.19969706632654
Rukiga,Western,2015-09-01,98.43621356670673
Rukungiri,Western,2015-09-01,128.918642578125
Rwampara,Western,2015-09-01,97.00130615234374
Serere,Eastern,2015-09-01,139.2410668545082
Sheema,Western,2015-09-01,116.86852496603261
Sironko,Eastern,2015-09-01,179.3720703125
Soroti,Eastern,2015-09-01,164.07709649268617
Ssembabule,Central,2015-09-01,103.96493489583334
Tororo,Eastern,2015-09-01,135.01361908783784
Wakiso,Central,2015-09-01,84.7261075106534
Yumbe,Northern,2015-09-01,127.26568841314935
Zombo,Northern,2015-09-01,-221.40387594288794
Abim,Northern,2015-10-01,134.47240149456522
Adjumani,Northern,2015-10-01,197.60993579826732
Agago,Northern,2015-10-01,169.03083517699116
Alebtong,Northern,2015-10-01,243.9716796875
Amolatar,Northern,2015-10-01,235.26363699776786
Amudat,Northern,2015-10-01,88.54322670990567
Amuria,Eastern,2015-10-01,244.9242527173913
Amuru,Northern,2015-10-01,205.3153023097826
Apac,Northern,2015-10-01,214.07915121822035
Arua,Northern,2015-10-01,243.09617820945945
Budaka,Eastern,2015-10-01,251.17867606026786
Bududa,Eastern,2015-10-01,358.1400701349432
Bugiri,Eastern,2015-10-01,296.9438219572368
Bugweri,Eastern,2015-10-01,281.15737680288464
Buhweju,Western,2015-10-01,198.35191761363637
Buikwe,Central,2015-10-01,212.67293294270834
Bukedea,Eastern,2015-10-01,277.19312183277026
Bukomansimbi,Central,2015-10-01,108.86785567434211
Bukwo,Eastern,2015-10-01,265.7632300967262
Bulambuli,Eastern,2015-10-01,325.49928977272725
Buliisa,Western,2015-10-01,44.54228369869403
Bundibugyo,Western,2015-10-01,196.00763346354168
Bunyangabu,Western,2015-10-01,234.987451171875
Bushenyi,Western,2015-10-01,217.79021344866072
Busia,Eastern,2015-10-01,319.9213460286458
Butaleja,Eastern,2015-10-01,224.75810546875
Butambala,Central,2015-10-01,158.66132609049478
Butebo,Eastern,2015-10-01,248.35305447048611
Buvuma,Central,2015-10-01,199.0479113520408
Buyende,Eastern,2015-10-01,255.88320627520162
Dokolo,Northern,2015-10-01,265.60118272569446
Gomba,Central,2015-10-01,144.31263078962053
Gulu,Northern,2015-10-01,234.45844558189654
Hoima,Western,2015-10-01,-243.68316449175825
Ibanda,Western,2015-10-01,158.2821834788603
Iganga,Eastern,2015-10-01,270.5440383184524
Isingiro,Western,2015-10-01,115.63708639705882
Jinja,Eastern,2015-10-01,258.9693196614583
Kaabong,Northern,2015-10-01,61.5242289624183
Kabale,Western,2015-10-01,130.29081003289474
Kabarole,Western,2015-10-01,220.02543604651163
Kaberamaido,Eastern,2015-10-01,297.58987742456895
Kagadi,Western,2015-10-01,187.19765625
Kakumiro,Western,2015-10-01,183.34859854714912
Kalaki,Eastern,2015-10-01,262.1801350911458
Kalangala,Central,2015-10-01,194.21349455180922
Kaliro,Eastern,2015-10-01,256.7014723557692
Kalungu,Central,2015-10-01,133.35271747295673
Kampala,Central,2015-10-01,166.85184151785714
Kamuli,Eastern,2015-10-01,258.57125
Kamwenge,Western,2015-10-01,170.74204282407408
Kanungu,Western,2015-10-01,185.40947265625
Kapchorwa,Eastern,2015-10-01,372.1025390625
Kapelebyong,Eastern,2015-10-01,205.1725830078125
Karenga,Northern,2015-10-01,82.2524112654321
Kasese,Western,2015-10-01,177.7492365056818
Kassanda,Central,2015-10-01,156.37112630208333
Katakwi,Eastern,2015-10-01,222.3476298564189
Kayunga,Central,2015-10-01,249.33440290178572
Kazo,Western,2015-10-01,125.0973612467448
Kibaale,Western,2015-10-01,193.04102882179055
Kiboga,Central,2015-10-01,168.4189453125
Kibuku,Eastern,2015-10-01,292.00654296875
Kikuube,Western,2015-10-01,198.66742852393617
Kiruhura,Western,2015-10-01,115.15082908163265
Kiryandongo,Western,2015-10-01,217.18956801470588
Kisoro,Western,2015-10-01,210.70562744140625
Kitagwenda,Western,2015-10-01,176.89371390964675
Kitgum,Northern,2015-10-01,138.9179250233209
Koboko,Northern,2015-10-01,269.3257242838542
Kole,Northern,2015-10-01,240.88328503024192
Kotido,Northern,2015-10-01,61.376224841101696
Kumi,Eastern,2015-10-01,238.9908203125
Kwania,Northern,2015-10-01,236.43985172193877
Kween,Eastern,2015-10-01,215.52738813920453
Kyankwanzi,Central,2015-10-01,172.96363231803798
Kyegegwa,Western,2015-10-01,171.47424958881578
Kyenjojo,Western,2015-10-01,194.3428495332792
Kyotera,Central,2015-10-01,137.3144287109375
Lamwo,Northern,2015-10-01,175.68116613700565
Lira,Northern,2015-10-01,242.00297309027778
Luuka,Eastern,2015-10-01,263.0545654296875
Luwero,Central,2015-10-01,215.9350849873311
Lwengo,Central,2015-10-01,101.42153033088235
Lyantonde,Central,2015-10-01,94.70205583243535
Madi Okollo,Northern,2015-10-01,193.3009561567164
Manafwa,Eastern,2015-10-01,296.488037109375
Maracha,Northern,2015-10-01,277.624609375
Masaka,Central,2015-10-01,145.21850242077466
Masindi,Western,2015-10-01,224.92654344512195
Mayuge,Eastern,2015-10-01,225.0325808904867
Mbale,Eastern,2015-10-01,307.33172607421875
Mbarara,Western,2015-10-01,141.660302734375
Mitooma,Western,2015-10-01,213.44723690257354
Mityana,Central,2015-10-01,169.87942216981133
Moroto,Northern,2015-10-01,54.23919888200431
Moyo,Northern,2015-10-01,-380.72026909722223
Mpigi,Central,2015-10-01,153.5217135682398
Mubende,Central,2015-10-01,166.31497981039325
Mukono,Central,2015-10-01,212.63663474462365
Nabilatuk,Northern,2015-10-01,128.10961513831967
Nakapiripirit,Northern,2015-10-01,147.5348842958861
Nakaseke,Central,2015-10-01,188.27779715401786
Nakasongola,Central,2015-10-01,225.90869565217392
Namayingo,Eastern,2015-10-01,202.00359278549382
Namisindwa,Eastern,2015-10-01,305.2570529513889
Namutumba,Eastern,2015-10-01,260.89344618055554
Napak,Northern,2015-10-01,107.70732555650685
Nebbi,Northern,2015-10-01,194.42816347064394
Ngora,Eastern,2015-10-01,245.7970703125
Ntoroko,Western,2015-10-01,-61.86130158797555
Ntungamo,Western,2015-10-01,147.01507753314394
Nwoya,Northern,2015-10-01,212.54197352707007
Obongi,Northern,2015-10-01,191.8809497974537
Omoro,Northern,2015-10-01,222.56220518867926
Otuke,Northern,2015-10-01,217.57398365162038
Oyam,Northern,2015-10-01,224.97807548415494
Pader,Northern,2015-10-01,208.93135127314815
Pakwach,Northern,2015-10-01,180.68970514112902
Pallisa,Eastern,2015-10-01,272.50723702566967
Rakai,Central,2015-10-01,110.49024358785377
Rubanda,Western,2015-10-01,162.4703702059659
Rubirizi,Western,2015-10-01,186.26028380102042
Rukiga,Western,2015-10-01,147.12915978064905
Rukungiri,Western,2015-10-01,190.946171875
Rwampara,Western,2015-10-01,150.65042724609376
Serere,Eastern,2015-10-01,281.7814100922131
Sheema,Western,2015-10-01,179.94064198369566
Sironko,Eastern,2015-10-01,367.2956730769231
Soroti,Eastern,2015-10-01,267.3855967420213
Ssembabule,Central,2015-10-01,104.30305338541666
Tororo,Eastern,2015-10-01,264.39727618243245
Wakiso,Central,2015-10-01,167.7368829900568
Yumbe,Northern,2015-10-01,222.92651684253246
Zombo,Northern,2015-10-01,-110.36318864493535
Abim,Northern,2015-11-01,157.4197414232337
Adjumani,Northern,2015-11-01,175.3442141089109
Agago,Northern,2015-11-01,166.80983821902655
Alebtong,Northern,2015-11-01,197.50259088010205
Amolatar,Northern,2015-11-01,168.94948032924108
Amudat,Northern,2015-11-01,89.2518149321934
Amuria,Eastern,2015-11-01,173.08634086277175
Amuru,Northern,2015-11-01,174.8698199728261
Apac,Northern,2015-11-01,162.57607256355934
Arua,Northern,2015-11-01,180.68482105152026
Budaka,Eastern,2015-11-01,216.75936453683036
Bududa,Eastern,2015-11-01,247.93934215198863
Bugiri,Eastern,2015-11-01,317.3109066611842
Bugweri,Eastern,2015-11-01,310.92752779447113
Buhweju,Western,2015-11-01,137.27660023082387
Buikwe,Central,2015-11-01,329.802001953125
Bukedea,Eastern,2015-11-01,160.45882601351352
Bukomansimbi,Central,2015-11-01,192.55771998355263
Bukwo,Eastern,2015-11-01,177.96400669642858
Bulambuli,Eastern,2015-11-01,164.68843217329547
Buliisa,Western,2015-11-01,27.04286672108209
Bundibugyo,Western,2015-11-01,138.05927734375
Bunyangabu,Western,2015-11-01,147.83024088541666
Bushenyi,Western,2015-11-01,132.14253452845983
Busia,Eastern,2015-11-01,324.99106852213544
Butaleja,Eastern,2015-11-01,223.1712890625
Butambala,Central,2015-11-01,230.50848388671875
Butebo,Eastern,2015-11-01,188.29984537760416
Buvuma,Central,2015-11-01,269.53101084183675
Buyende,Eastern,2015-11-01,238.27961189516128
Dokolo,Northern,2015-11-01,175.82206217447916
Gomba,Central,2015-11-01,205.76851981026786
Gulu,Northern,2015-11-01,162.68315598060346
Hoima,Western,2015-11-01,-281.5646248282967
Ibanda,Western,2015-11-01,137.98968864889707
Iganga,Eastern,2015-11-01,297.7870628720238
Isingiro,Western,2015-11-01,142.04119944852943
Jinja,Eastern,2015-11-01,342.001220703125
